election_name,sido,sigungu_norm,sg_id,sg_typecode,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_경제애국당,party_국민대통합당,party_늘푸른한국당,party_민중연합당,party_한국국민당,party_홍익당,party_국민의힘,party_기타,sigungu_elec,sgg_name,ratio_더불어민주당,ratio_경제애국당,ratio_국민대통합당,ratio_늘푸른한국당,ratio_민중연합당,ratio_한국국민당,ratio_홍익당,ratio_국민의힘,ratio_기타,year,adm_cd,sigungu_pop,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female,pop_year,party_민중당,party_대한애국당,party_국제녹색당,party_녹색당,party_우리미래,party_친박연대,party_노동당,ratio_민중당,ratio_대한애국당,ratio_국제녹색당,ratio_녹색당,ratio_우리미래,ratio_친박연대,ratio_노동당,party_한반도미래연합,ratio_한반도미래연합,party_대한당,ratio_대한당,party_코리아,ratio_코리아,party_우리공화당,party_가자!평화인권당,party_공화당,party_국가혁명배당금당,party_국민새정당,party_민중민주당,party_한나라당,party_미래당,party_한국복지당,party_기본소득당,party_통일민주당,party_친박신당,party_기독자유통일당,party_충청의미래당,ratio_우리공화당,ratio_가자!평화인권당,ratio_공화당,ratio_국가혁명배당금당,ratio_국민새정당,ratio_민중민주당,ratio_한나라당,ratio_미래당,ratio_한국복지당,ratio_기본소득당,ratio_통일민주당,ratio_친박신당,ratio_기독자유통일당,ratio_충청의미래당,party_신자유민주연합,party_통일한국당,party_한류연합당,ratio_신자유민주연합,ratio_통일한국당,ratio_한류연합당,party_독도당,ratio_독도당,party_한국당,party_남북통일당,ratio_한국당,ratio_남북통일당,party_코리아당,ratio_코리아당,party_시대전환,party_혁명21,party_신한반도평화체제당,party_기독당,party_깨어있는시민연대당,party_자유통일당,ratio_시대전환,ratio_혁명21,ratio_신한반도평화체제당,ratio_기독당,ratio_깨어있는시민연대당,ratio_자유통일당,party_가락특권폐지당,party_대한국민당,party_녹색정의당,party_기후민생당,party_내일로미래로,party_새진보연합,party_자유민주당,party_소나무당,party_한국농어민당,ratio_가락특권폐지당,ratio_대한국민당,ratio_녹색정의당,ratio_기후민생당,ratio_내일로미래로,ratio_새진보연합,ratio_자유민주당,ratio_소나무당,ratio_한국농어민당
19대대통령선거,강원도,정선군,20170509,1,33408,23859,23707,152,8270.0,15.0,22.0,7.0,35.0,19.0,46.0,8355.0,6938.0,정선군,대한민국,0.3488421141435019,0.0006327245117475852,0.0009279959505631248,0.00029527143881553973,0.0014763571940776985,0.0008014510482136078,0.001940355169359261,0.3524275530434049,0.29265617750031636,2017,32550,정선군,36002,18776,17226,2438,2637,2841,4042,5243,7041,5869,4271,1620,250,3410,23938,8654,0.0789122826509638,0.1122715404699739,0.1456307982889839,0.1955724681962113,0.1630187211821565,0.170573857007944,0.240375534692517,0.6649075051386034,0.4784734181434364,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,강원도,철원군,20170509,1,39884,29103,28828,275,8998.0,12.0,34.0,10.0,22.0,12.0,16.0,8479.0,11245.0,철원군,대한민국,0.31212709865408633,0.00041626196753156655,0.0011794089080061053,0.0003468849729429721,0.0007631469404745387,0.00041626196753156655,0.0005550159567087554,0.29412376855834604,0.3900721520743721,2017,32560,철원군,44770,23792,20978,3999,4057,6445,5192,6128,7236,5452,4701,1676,252,5551,30374,8845,0.1439580075943712,0.1159705159705159,0.1368773732410096,0.1616260888988161,0.1217779763234308,0.1480679026133571,0.1975653339289703,0.6784453875362966,0.4685727049363413,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,강원도,춘천시,20170509,1,229286,175879,175116,763,66874.0,27.0,104.0,62.0,103.0,60.0,110.0,43745.0,64031.0,춘천시,대한민국,0.38188400831448865,0.00015418351264304803,0.000593892048699148,0.0003540510290321844,0.0005881815482308869,0.0003426300280956623,0.0006281550515087142,0.24980584298407912,0.3656490554832226,2017,32010,춘천시,283742,139217,144525,25622,32168,41216,35807,44063,45575,29936,21220,9254,1389,35828,204680,43234,0.1452587209507228,0.126195628423004,0.1552924840171705,0.1606212686172649,0.1055042961563674,0.1122956770587364,0.1523708157410605,0.7213595449387119,0.509353567677679,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,강원도,태백시,20170509,1,39001,28101,27952,149,9557.0,8.0,24.0,10.0,28.0,12.0,35.0,10076.0,8202.0,태백시,대한민국,0.3419075558099599,0.00028620492272467084,0.0008586147681740126,0.0003577561534058386,0.001001717229536348,0.0004293073840870063,0.001252146536920435,0.36047510017172296,0.2934315970234688,2017,32050,태백시,44733,22638,22095,3800,4199,3676,5086,7186,8026,6922,4607,1509,150,5260,30182,9291,0.0821764692732434,0.1136968233742427,0.1606420316097735,0.1794201149039858,0.1547403482887354,0.1400755594303981,0.207699014150627,0.6747144166499005,0.4939306552209778,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,강원도,평창군,20170509,1,37478,27444,27284,160,8591.0,9.0,26.0,8.0,22.0,34.0,38.0,9381.0,9175.0,평창군,대한민국,0.31487318574989004,0.0003298636563553731,0.0009529394516933001,0.00029321213898255387,0.0008063333822020232,0.001246151590675854,0.001392757660167131,0.34382788447441726,0.33627767189561647,2017,32540,평창군,40264,20670,19594,2639,3055,3338,3860,5890,8045,6660,4840,1919,304,3820,26639,9805,0.0829028412477647,0.0958672759785416,0.146284522153785,0.1998062785614941,0.1654083051857739,0.1754172461752434,0.2435177826346115,0.6616083846612358,0.4866381879594675,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,강원도,홍천군,20170509,1,59882,43648,43362,286,13851.0,20.0,49.0,17.0,81.0,36.0,47.0,13609.0,15652.0,홍천군,대한민국,0.3194271481942715,0.0004612333379456667,0.0011300216779668835,0.0003920483372538167,0.0018679950186799503,0.0008302200083022001,0.0010838983441723168,0.3138462248051289,0.36096121027627875,2017,32510,홍천군,67168,34331,32837,4970,5851,6660,6852,9041,12818,10290,7310,3413,473,7022,44892,15254,0.0991543592186755,0.1020128632682229,0.1346027870414483,0.1908349213911386,0.1531979514054311,0.1666865173892329,0.2271021915197713,0.6683539780848022,0.4888786326822296,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,강원도,화천군,20170509,1,22164,17083,16891,192,5161.0,8.0,21.0,2.0,14.0,18.0,21.0,5051.0,6595.0,화천군,대한민국,0.30554733289917707,0.0004736250074003907,0.0012432656444260257,0.00011840625185009768,0.0008288437629506838,0.0010656562666508792,0.0012432656444260257,0.2990349890474217,0.39044461547569714,2017,32570,화천군,24625,13589,11036,2308,1877,4321,3020,2980,3828,2845,2514,985,142,3011,16881,4733,0.1754720812182741,0.1226395939086294,0.1210152284263959,0.1554517766497462,0.1155329949238578,0.1478578680203045,0.1922030456852791,0.685522842639594,0.4481624365482233,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,강원도,횡성군,20170509,1,39885,29447,29281,166,8833.0,8.0,31.0,7.0,37.0,27.0,41.0,10487.0,9810.0,횡성군,대한민국,0.3016631945630272,0.0002732147126122742,0.0010587070113725625,0.0002390628735357399,0.001263618045831768,0.0009220996550664254,0.0014002254021379052,0.3581503363956149,0.3350295413408012,2017,32520,횡성군,43211,21839,21372,2701,3679,3924,3779,5308,8482,7247,5431,2573,376,3840,27985,11386,0.0908102103631019,0.0874545833236907,0.1228390918978963,0.1962926106778366,0.1677119252042304,0.1939321006225266,0.2634977204878387,0.6476360186063734,0.4945962833537756,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,경기도,가평군,20170509,1,53480,38897,38588,309,10873.0,25.0,48.0,36.0,45.0,50.0,50.0,13964.0,13497.0,가평군,대한민국,0.28177153519228776,0.0006478698040841712,0.0012439100238416088,0.0009329325178812066,0.0011661656473515082,0.0012957396081683425,0.0012957396081683425,0.3618741577692547,0.34977194982896237,2017,31570,가평군,59548,30169,29379,4382,5234,5952,6206,8233,11153,9156,6359,2932,372,6114,40172,13262,0.0999529791092899,0.1042184456236985,0.138258211862699,0.1872942836031436,0.1537583126217505,0.162272452475314,0.2227110902129374,0.6746154362866931,0.4933666957748371,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,경기도,고양시덕양구,20170509,1,366265,287087,286175,912,120063.0,37.0,143.0,134.0,194.0,66.0,87.0,55566.0,109885.0,고양시덕양구,대한민국,0.4195439853236656,0.00012929151742814711,0.0004996942430331091,0.0004682449550100463,0.0006779068751637983,0.0002306281121691273,0.0003040097842229405,0.1941679042543898,0.38397833493491745,2017,31101,고양시 덕양구,433606,214769,218837,43270,42481,56597,62650,77023,74378,41930,26880,10915,1366,58513,319224,55869,0.1305263303552072,0.1444860080349441,0.1776336120810136,0.1715336042397937,0.0967006914110967,0.0903147096673016,0.1288473867981531,0.7362075248036236,0.5046908944986923,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,경기도,고양시일산동구,20170509,1,239470,188297,187758,539,81622.0,26.0,87.0,43.0,86.0,24.0,54.0,35248.0,70568.0,고양시일산동구,대한민국,0.4347191597694905,0.0001384761235207022,0.0004633624133192727,0.00022901820428423823,0.00045803640856847646,0.0001278241140191097,0.0002876042565429968,0.1877310154560658,0.3758455032541889,2017,31103,고양시 일산동구,284692,138851,145841,25191,31241,39668,39308,54794,50589,24020,14275,7191,1009,36294,217137,31261,0.1393365461621682,0.1380720216936197,0.1924676492490129,0.1776973009427732,0.0843718825959282,0.0789449650850744,0.1098063872535933,0.7627084709089121,0.5122764250488246,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,경기도,고양시일산서구,20170509,1,239069,192610,192067,543,85919.0,23.0,80.0,42.0,88.0,23.0,57.0,35412.0,70423.0,고양시일산서구,대한민국,0.4473386891032817,0.00011974987894849193,0.0004165213180817111,0.00021867369199289832,0.00045817344988988216,0.00011974987894849193,0.00029677143913321914,0.1843731614488694,0.36665850979085424,2017,31104,고양시 일산서구,286804,139184,147620,28765,35715,36676,36160,56775,50007,22851,14894,7253,825,41808,213452,31544,0.1278782722695639,0.126079134182229,0.1979574901326341,0.1743594928941019,0.079674620995523,0.0800965119035996,0.1099845190443647,0.7442434554608722,0.514706907853447,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,경기도,과천시,20170509,1,49206,40789,40662,127,16528.0,8.0,14.0,7.0,17.0,9.0,19.0,9127.0,14933.0,과천시,대한민국,0.40647287393635334,0.00019674388864295903,0.0003443018051251783,0.00017215090256258916,0.0004180807633662879,0.0002213368747233289,0.00046726673552702767,0.22446018395553588,0.3672470611381634,2017,31110,과천시,53583,26267,27316,4806,6450,6959,6379,9518,9621,5476,3167,1540,210,7157,39384,7042,0.1298732807047011,0.1190489520930145,0.1776309650448836,0.1795532165052348,0.1021965922027508,0.0917641789373495,0.1314222794543045,0.7350092380045911,0.5097885523393614,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,경기도,광명시,20170509,1,271716,218795,218107,688,97959.0,32.0,139.0,49.0,142.0,45.0,66.0,39375.0,80300.0,광명시,대한민국,0.44913276511070255,0.0001467169783638306,0.0006373018747678891,0.0002246603731196156,0.0006510565914894982,0.00020632075082413677,0.0003026037678754006,0.18053065697111967,0.3681679175817374,2017,31060,광명시,328253,162480,165773,34078,34919,40448,51185,59359,53460,34096,16954,6454,711,46975,243806,37472,0.1232220269121683,0.1559315527961663,0.1808330769254203,0.1628621825238459,0.1038710994263571,0.0734768608360015,0.1141558492991686,0.7427380709391841,0.5050159480644503,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,경기도,광주시,20170509,1,268162,199221,198507,714,80175.0,36.0,101.0,44.0,181.0,68.0,61.0,45304.0,72537.0,광주시,대한민국,0.4038900391421965,0.00018135380616300686,0.0005087981784017692,0.00022165465197700838,0.0009118066365417844,0.0003425571894190129,0.0003072939493317616,0.2282236898446906,0.36541280660127856,2017,31250,광주시,341046,176877,164169,37633,32101,42104,60224,59094,54170,34804,17171,6052,883,49263,253928,37855,0.1234554869431103,0.1765861496689596,0.1732728136380429,0.1588348785794291,0.1020507497522328,0.0706825472223688,0.1109967570357078,0.7445564527952241,0.4813690821765978,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,경기도,구리시,20170509,1,159142,123469,123039,430,51181.0,14.0,52.0,18.0,85.0,31.0,50.0,26275.0,45333.0,구리시,대한민국,0.41597379692617786,0.00011378506002161917,0.0004226302229374426,0.0001462950771706532,0.0006908378644169735,0.0002519526329050139,0.0004063752143629256,0.2135501751477174,0.3684441518542901,2017,31120,구리시,189745,93904,95841,18441,19947,25370,27546,34099,33424,18441,10197,3570,454,25579,142714,21452,0.1337057629977074,0.1451737858705104,0.1797096102664102,0.1761522042741574,0.0971883317083454,0.0749479564678911,0.1130569975493425,0.7521357611531265,0.5051042188199952,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,경기도,군포시,20170509,1,228831,186084,185488,596,82551.0,21.0,150.0,34.0,121.0,37.0,54.0,35023.0,67497.0,군포시,대한민국,0.44504765806952473,0.0001132148710428707,0.0008086776503062193,0.00018330026740274302,0.0006523333045803503,0.00019947382040886742,0.00029112395411023896,0.18881544897783145,0.36388876908479256,2017,31160,군포시,280913,139468,141445,29105,29190,37303,44118,49353,48074,25736,13498,6347,866,39663,210847,30403,0.1327920032180782,0.1570521834162178,0.1756878464150822,0.171134835340479,0.0916155535699665,0.0737274529836639,0.1082292382339016,0.7505775809592293,0.5035188830705593,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19대대통령선거,경기도,김포시,20170509,1,290415,225075,224372,703,93697.0,41.0,131.0,53.0,152.0,58.0,69.0,48799.0,81372.0,김포시,대한민국,0.4175966698161981,0.000182732248230617,0.0005838518175173373,0.0002362148574688464,0.0006774463836842386,0.00025849927798477526,0.00030752500311981886,0.21749148735136292,0.3626655732444333,2017,31230,김포시,392436,202237,190199,51876,39270,43913,70583,70892,56089,35737,19923,7529,1014,67416,281794,43226,0.1118985006472393,0.1798586266295651,0.1806460161656932,0.1429252158313712,0.0910645302673557,0.0725366683994332,0.1101478967271096,0.7180635823420889,0.4846624672558073,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
