election_name,sido,sigungu_norm,sg_id,sg_typecode,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_경제애국당,party_국민대통합당,party_늘푸른한국당,party_민중연합당,party_한국국민당,party_홍익당,party_국민의힘,party_기타,sigungu_elec,sgg_name,ratio_더불어민주당,ratio_경제애국당,ratio_국민대통합당,ratio_늘푸른한국당,ratio_민중연합당,ratio_한국국민당,ratio_홍익당,ratio_국민의힘,ratio_기타,year,adm_cd,sigungu_pop,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female,pop_year
19대대통령선거,강원도,정선군,20170509,1,33408,23859,23707,152,8270,15,22,7,35,19,46,8355,6938,정선군,대한민국,0.3488421141435019,0.0006327245117475852,0.0009279959505631248,0.00029527143881553973,0.0014763571940776985,0.0008014510482136078,0.001940355169359261,0.3524275530434049,0.29265617750031636,2017,32550,정선군,36002,18776,17226,2438,2637,2841,4042,5243,7041,5869,4271,1620,250,3410,23938,8654,0.0789122826509638,0.1122715404699739,0.1456307982889839,0.1955724681962113,0.1630187211821565,0.170573857007944,0.240375534692517,0.6649075051386034,0.4784734181434364,2017
19대대통령선거,강원도,철원군,20170509,1,39884,29103,28828,275,8998,12,34,10,22,12,16,8479,11245,철원군,대한민국,0.31212709865408633,0.00041626196753156655,0.0011794089080061053,0.0003468849729429721,0.0007631469404745387,0.00041626196753156655,0.0005550159567087554,0.29412376855834604,0.3900721520743721,2017,32560,철원군,44770,23792,20978,3999,4057,6445,5192,6128,7236,5452,4701,1676,252,5551,30374,8845,0.1439580075943712,0.1159705159705159,0.1368773732410096,0.1616260888988161,0.1217779763234308,0.1480679026133571,0.1975653339289703,0.6784453875362966,0.4685727049363413,2017
19대대통령선거,강원도,춘천시,20170509,1,229286,175879,175116,763,66874,27,104,62,103,60,110,43745,64031,춘천시,대한민국,0.38188400831448865,0.00015418351264304803,0.000593892048699148,0.0003540510290321844,0.0005881815482308869,0.0003426300280956623,0.0006281550515087142,0.24980584298407912,0.3656490554832226,2017,32010,춘천시,283742,139217,144525,25622,32168,41216,35807,44063,45575,29936,21220,9254,1389,35828,204680,43234,0.1452587209507228,0.126195628423004,0.1552924840171705,0.1606212686172649,0.1055042961563674,0.1122956770587364,0.1523708157410605,0.7213595449387119,0.509353567677679,2017
19대대통령선거,강원도,태백시,20170509,1,39001,28101,27952,149,9557,8,24,10,28,12,35,10076,8202,태백시,대한민국,0.3419075558099599,0.00028620492272467084,0.0008586147681740126,0.0003577561534058386,0.001001717229536348,0.0004293073840870063,0.001252146536920435,0.36047510017172296,0.2934315970234688,2017,32050,태백시,44733,22638,22095,3800,4199,3676,5086,7186,8026,6922,4607,1509,150,5260,30182,9291,0.0821764692732434,0.1136968233742427,0.1606420316097735,0.1794201149039858,0.1547403482887354,0.1400755594303981,0.207699014150627,0.6747144166499005,0.4939306552209778,2017
19대대통령선거,강원도,평창군,20170509,1,37478,27444,27284,160,8591,9,26,8,22,34,38,9381,9175,평창군,대한민국,0.31487318574989004,0.0003298636563553731,0.0009529394516933001,0.00029321213898255387,0.0008063333822020232,0.001246151590675854,0.001392757660167131,0.34382788447441726,0.33627767189561647,2017,32540,평창군,40264,20670,19594,2639,3055,3338,3860,5890,8045,6660,4840,1919,304,3820,26639,9805,0.0829028412477647,0.0958672759785416,0.146284522153785,0.1998062785614941,0.1654083051857739,0.1754172461752434,0.2435177826346115,0.6616083846612358,0.4866381879594675,2017
19대대통령선거,강원도,홍천군,20170509,1,59882,43648,43362,286,13851,20,49,17,81,36,47,13609,15652,홍천군,대한민국,0.3194271481942715,0.0004612333379456667,0.0011300216779668835,0.0003920483372538167,0.0018679950186799503,0.0008302200083022001,0.0010838983441723168,0.3138462248051289,0.36096121027627875,2017,32510,홍천군,67168,34331,32837,4970,5851,6660,6852,9041,12818,10290,7310,3413,473,7022,44892,15254,0.0991543592186755,0.1020128632682229,0.1346027870414483,0.1908349213911386,0.1531979514054311,0.1666865173892329,0.2271021915197713,0.6683539780848022,0.4888786326822296,2017
19대대통령선거,강원도,화천군,20170509,1,22164,17083,16891,192,5161,8,21,2,14,18,21,5051,6595,화천군,대한민국,0.30554733289917707,0.0004736250074003907,0.0012432656444260257,0.00011840625185009768,0.0008288437629506838,0.0010656562666508792,0.0012432656444260257,0.2990349890474217,0.39044461547569714,2017,32570,화천군,24625,13589,11036,2308,1877,4321,3020,2980,3828,2845,2514,985,142,3011,16881,4733,0.1754720812182741,0.1226395939086294,0.1210152284263959,0.1554517766497462,0.1155329949238578,0.1478578680203045,0.1922030456852791,0.685522842639594,0.4481624365482233,2017
19대대통령선거,강원도,횡성군,20170509,1,39885,29447,29281,166,8833,8,31,7,37,27,41,10487,9810,횡성군,대한민국,0.3016631945630272,0.0002732147126122742,0.0010587070113725625,0.0002390628735357399,0.001263618045831768,0.0009220996550664254,0.0014002254021379052,0.3581503363956149,0.3350295413408012,2017,32520,횡성군,43211,21839,21372,2701,3679,3924,3779,5308,8482,7247,5431,2573,376,3840,27985,11386,0.0908102103631019,0.0874545833236907,0.1228390918978963,0.1962926106778366,0.1677119252042304,0.1939321006225266,0.2634977204878387,0.6476360186063734,0.4945962833537756,2017
19대대통령선거,경기도,가평군,20170509,1,53480,38897,38588,309,10873,25,48,36,45,50,50,13964,13497,가평군,대한민국,0.28177153519228776,0.0006478698040841712,0.0012439100238416088,0.0009329325178812066,0.0011661656473515082,0.0012957396081683425,0.0012957396081683425,0.3618741577692547,0.34977194982896237,2017,31570,가평군,59548,30169,29379,4382,5234,5952,6206,8233,11153,9156,6359,2932,372,6114,40172,13262,0.0999529791092899,0.1042184456236985,0.138258211862699,0.1872942836031436,0.1537583126217505,0.162272452475314,0.2227110902129374,0.6746154362866931,0.4933666957748371,2017
19대대통령선거,경기도,고양시덕양구,20170509,1,366265,287087,286175,912,120063,37,143,134,194,66,87,55566,109885,고양시덕양구,대한민국,0.4195439853236656,0.00012929151742814711,0.0004996942430331091,0.0004682449550100463,0.0006779068751637983,0.0002306281121691273,0.0003040097842229405,0.1941679042543898,0.38397833493491745,2017,31101,고양시 덕양구,433606,214769,218837,43270,42481,56597,62650,77023,74378,41930,26880,10915,1366,58513,319224,55869,0.1305263303552072,0.1444860080349441,0.1776336120810136,0.1715336042397937,0.0967006914110967,0.0903147096673016,0.1288473867981531,0.7362075248036236,0.5046908944986923,2017
19대대통령선거,경기도,고양시일산동구,20170509,1,239470,188297,187758,539,81622,26,87,43,86,24,54,35248,70568,고양시일산동구,대한민국,0.4347191597694905,0.0001384761235207022,0.0004633624133192727,0.00022901820428423823,0.00045803640856847646,0.0001278241140191097,0.0002876042565429968,0.1877310154560658,0.3758455032541889,2017,31103,고양시 일산동구,284692,138851,145841,25191,31241,39668,39308,54794,50589,24020,14275,7191,1009,36294,217137,31261,0.1393365461621682,0.1380720216936197,0.1924676492490129,0.1776973009427732,0.0843718825959282,0.0789449650850744,0.1098063872535933,0.7627084709089121,0.5122764250488246,2017
19대대통령선거,경기도,고양시일산서구,20170509,1,239069,192610,192067,543,85919,23,80,42,88,23,57,35412,70423,고양시일산서구,대한민국,0.4473386891032817,0.00011974987894849193,0.0004165213180817111,0.00021867369199289832,0.00045817344988988216,0.00011974987894849193,0.00029677143913321914,0.1843731614488694,0.36665850979085424,2017,31104,고양시 일산서구,286804,139184,147620,28765,35715,36676,36160,56775,50007,22851,14894,7253,825,41808,213452,31544,0.1278782722695639,0.126079134182229,0.1979574901326341,0.1743594928941019,0.079674620995523,0.0800965119035996,0.1099845190443647,0.7442434554608722,0.514706907853447,2017
19대대통령선거,경기도,과천시,20170509,1,49206,40789,40662,127,16528,8,14,7,17,9,19,9127,14933,과천시,대한민국,0.40647287393635334,0.00019674388864295903,0.0003443018051251783,0.00017215090256258916,0.0004180807633662879,0.0002213368747233289,0.00046726673552702767,0.22446018395553588,0.3672470611381634,2017,31110,과천시,53583,26267,27316,4806,6450,6959,6379,9518,9621,5476,3167,1540,210,7157,39384,7042,0.1298732807047011,0.1190489520930145,0.1776309650448836,0.1795532165052348,0.1021965922027508,0.0917641789373495,0.1314222794543045,0.7350092380045911,0.5097885523393614,2017
19대대통령선거,경기도,광명시,20170509,1,271716,218795,218107,688,97959,32,139,49,142,45,66,39375,80300,광명시,대한민국,0.44913276511070255,0.0001467169783638306,0.0006373018747678891,0.0002246603731196156,0.0006510565914894982,0.00020632075082413677,0.0003026037678754006,0.18053065697111967,0.3681679175817374,2017,31060,광명시,328253,162480,165773,34078,34919,40448,51185,59359,53460,34096,16954,6454,711,46975,243806,37472,0.1232220269121683,0.1559315527961663,0.1808330769254203,0.1628621825238459,0.1038710994263571,0.0734768608360015,0.1141558492991686,0.7427380709391841,0.5050159480644503,2017
19대대통령선거,경기도,광주시,20170509,1,268162,199221,198507,714,80175,36,101,44,181,68,61,45304,72537,광주시,대한민국,0.4038900391421965,0.00018135380616300686,0.0005087981784017692,0.00022165465197700838,0.0009118066365417844,0.0003425571894190129,0.0003072939493317616,0.2282236898446906,0.36541280660127856,2017,31250,광주시,341046,176877,164169,37633,32101,42104,60224,59094,54170,34804,17171,6052,883,49263,253928,37855,0.1234554869431103,0.1765861496689596,0.1732728136380429,0.1588348785794291,0.1020507497522328,0.0706825472223688,0.1109967570357078,0.7445564527952241,0.4813690821765978,2017
19대대통령선거,경기도,구리시,20170509,1,159142,123469,123039,430,51181,14,52,18,85,31,50,26275,45333,구리시,대한민국,0.41597379692617786,0.00011378506002161917,0.0004226302229374426,0.0001462950771706532,0.0006908378644169735,0.0002519526329050139,0.0004063752143629256,0.2135501751477174,0.3684441518542901,2017,31120,구리시,189745,93904,95841,18441,19947,25370,27546,34099,33424,18441,10197,3570,454,25579,142714,21452,0.1337057629977074,0.1451737858705104,0.1797096102664102,0.1761522042741574,0.0971883317083454,0.0749479564678911,0.1130569975493425,0.7521357611531265,0.5051042188199952,2017
19대대통령선거,경기도,군포시,20170509,1,228831,186084,185488,596,82551,21,150,34,121,37,54,35023,67497,군포시,대한민국,0.44504765806952473,0.0001132148710428707,0.0008086776503062193,0.00018330026740274302,0.0006523333045803503,0.00019947382040886742,0.00029112395411023896,0.18881544897783145,0.36388876908479256,2017,31160,군포시,280913,139468,141445,29105,29190,37303,44118,49353,48074,25736,13498,6347,866,39663,210847,30403,0.1327920032180782,0.1570521834162178,0.1756878464150822,0.171134835340479,0.0916155535699665,0.0737274529836639,0.1082292382339016,0.7505775809592293,0.5035188830705593,2017
19대대통령선거,경기도,김포시,20170509,1,290415,225075,224372,703,93697,41,131,53,152,58,69,48799,81372,김포시,대한민국,0.4175966698161981,0.000182732248230617,0.0005838518175173373,0.0002362148574688464,0.0006774463836842386,0.00025849927798477526,0.00030752500311981886,0.21749148735136292,0.3626655732444333,2017,31230,김포시,392436,202237,190199,51876,39270,43913,70583,70892,56089,35737,19923,7529,1014,67416,281794,43226,0.1118985006472393,0.1798586266295651,0.1806460161656932,0.1429252158313712,0.0910645302673557,0.0725366683994332,0.1101478967271096,0.7180635823420889,0.4846624672558073,2017
19대대통령선거,경기도,남양주시,20170509,1,524245,397972,396637,1335,165079,67,213,73,210,102,139,86610,144144,남양주시,대한민국,0.4161966735327264,0.00016892019655251526,0.0005370149532191904,0.00018404737833333754,0.0005294513623287792,0.00025716209027397847,0.00035044637792238243,0.21836086900616936,0.36341541510247405,2017,31130,남양주시,644936,322289,322647,74789,72682,73290,91954,120569,101297,63905,37967,14210,1866,102283,462109,80544,0.1136391828026346,0.1425784884081521,0.1869472319734051,0.1570651971668506,0.099087351303075,0.083795911532307,0.1248868104742176,0.7165191584901448,0.5002775469193842,2017
19대대통령선거,경기도,동두천시,20170509,1,80335,55487,55193,294,19444,11,50,18,51,21,34,15819,19745,동두천시,대한민국,0.35229105140144584,0.00019930063595021108,0.0009059119815918686,0.0003261283133730727,0.0009240302212237059,0.00038048303226858476,0.0006160201474824706,0.28661243273603537,0.3577446415306289,2017,31080,동두천시,97373,48666,48707,9122,10154,11266,12706,16195,15849,10736,8301,3503,498,12579,67923,16871,0.1156994238649317,0.1304879175952266,0.1663192055292535,0.1627658591190576,0.1102564365891982,0.1263389235208938,0.1732615817526419,0.697554763640845,0.5002105306399105,2017
19대대통령선거,경기도,부천시,20170509,1,705885,543777,541842,1935,239697,94,365,126,395,149,192,101250,199574,부천시,대한민국,0.44237434528884806,0.00017348230665027812,0.0006736281056101225,0.00023254011316952173,0.0007289947992219134,0.0002749879116052281,0.0003543468391154617,0.18686259093979427,0.36832508369598516,6051.0,93156.0,부천시,845514.0,420656.0,424858.0,76194.0,80043.0,121987.0,131770.0,140887.0,154031.0,88671.0,40117.0,16811.0,2292.0,103761.0,649082.0,92671.0,0.1442755530955135,0.15584602975231635,0.1666288198657858,0.182174393327609,0.10487230252840284,0.07004023588018649,0.10960315263851338,0.7676774127926917,0.5024848790203356,2017
19대대통령선거,경기도,성남시분당구,20170509,1,403060,338076,337189,887,139853,22,96,53,206,35,99,71876,124949,성남시분당구,대한민국,0.4147614542585909,6.524530752782564e-05,0.00028470679648505735,0.0001571818772261254,0.0006109333341241856,0.00010379935288517716,0.0002936038838752154,0.2131623510849998,0.37056072410428575,2017,31023,성남시 분당구,475778,230620,245158,49291,54497,60889,74979,90215,73331,41583,23671,10740,1596,69452,354066,52260,0.1279777543308013,0.1575924065425471,0.1896157451584562,0.1541286061986893,0.0874000058850976,0.0756802542362194,0.1098411443992786,0.7441832114977994,0.5152781339196012,2017
19대대통령선거,경기도,성남시수정구,20170509,1,201105,149414,148842,572,63867,27,120,22,253,48,64,28596,55845,성남시수정구,대한민국,0.4290925948321038,0.00018140041117426534,0.0008062240496634015,0.00014780774243829028,0.0016997890380403382,0.00032248961986536056,0.0004299861598204808,0.19212319103478856,0.37519651711210544,2017,31021,성남시 수정구,241862,122336,119526,19287,19686,35361,38351,39706,42474,28747,14757,4653,563,25734,184475,31653,0.1462032067873415,0.1585656283335125,0.1641679966261752,0.1756125393819616,0.1188570341765138,0.0825801490105928,0.1308721502344312,0.762728332685581,0.4941909022500434,2017
19대대통령선거,경기도,성남시중원구,20170509,1,198663,146801,146232,569,62729,36,116,29,355,42,63,28107,54755,성남시중원구,대한민국,0.4289690355052246,0.0002461841457410143,0.0007932600251654904,0.0001983150062913726,0.002427649214946113,0.00028721483669785,0.00043082225504677496,0.1922082717872969,0.3744392472235899,2017,31022,성남시 중원구,226657,114220,112437,18817,19918,31818,35230,37515,40631,25965,13383,4530,652,25509,172028,29120,0.140379516185249,0.1554330993527665,0.165514411644026,0.1792620567641855,0.1145563560798916,0.081907904895944,0.1284760673616963,0.7589794270638013,0.4960667440229068,2017
19대대통령선거,경기도,수원시권선구,20170509,1,290343,222078,221278,800,95263,43,175,60,195,69,77,43074,82322,수원시권선구,대한민국,0.430512748669095,0.000194325689856199,0.0007908603656938331,0.00027115212538074277,0.000881244407487414,0.0003118249441878542,0.00034797856090528655,0.19466011081083523,0.37202975442655845,2017,31012,수원시 권선구,364662,183919,180743,39808,35126,52795,64597,62934,60417,31029,14923,5729,722,52291,279116,33255,0.144777903921988,0.1771421206487103,0.1725817332214489,0.1656794511081494,0.0850897543478618,0.0586131815215185,0.0911940372180265,0.7654101606419095,0.495645282480763,2017
19대대통령선거,경기도,수원시영통구,20170509,1,264002,220307,219649,658,105181,23,92,26,117,24,54,33582,80550,수원시영통구,대한민국,0.4788594530364354,0.00010471251860923564,0.0004188500744369426,0.0001183706732104403,0.0005326680294469813,0.0001092652368096372,0.0002458467828216837,0.15288938260588483,0.3667214510423448,2017,31014,수원시 영통구,352487,178617,173870,44349,43829,57465,64748,66477,47215,19172,9202,3771,471,60041,271724,20722,0.1630272889496634,0.1836890438512626,0.1885941892892504,0.133948202345051,0.0543906583788905,0.0381404136890154,0.0587879836703197,0.7708766564440674,0.4932664183359954,2017
19대대통령선거,경기도,수원시장안구,20170509,1,239609,190917,190211,706,81392,33,136,43,180,43,69,37388,70927,수원시장안구,대한민국,0.42790374899453765,0.0001734915436015793,0.0007149954524186299,0.0002260647386323609,0.0009463175105540689,0.0002260647386323609,0.0003627550457123931,0.19656066158108626,0.3728859003948247,2017,31011,수원시 장안구,295436,149660,145776,27797,34275,46694,40648,52722,49228,25344,14516,6245,891,39240,224390,31806,0.1580511515184337,0.1375864823515076,0.1784548937841021,0.1666283052843932,0.0857850769709852,0.0732882925574405,0.1076578345225361,0.7595215207354554,0.4934266643198527,2017
19대대통령선거,경기도,수원시팔달구,20170509,1,167122,123458,122973,485,49814,20,94,27,105,36,53,27954,44870,수원시팔달구,대한민국,0.40508079009213405,0.0001626373268928952,0.0007643954363966074,0.0002195603913054085,0.0008538459661876997,0.0002927471884072113,0.00043098891626617224,0.2273181917981996,0.36487684288421035,2017,31013,수원시 팔달구,206080,104333,101747,15744,17223,30428,32896,35009,36841,22781,11779,4279,556,21597,158769,25714,0.1476513975155279,0.1596273291925465,0.1698806288819875,0.1787703804347826,0.1105444487577639,0.0806191770186335,0.1247767857142857,0.7704241071428571,0.4937257375776397,2017
19대대통령선거,경기도,시흥시,20170509,1,322806,239227,238332,895,103732,56,208,58,235,79,80,43549,90335,시흥시,대한민국,0.4352415957571791,0.0002349663494620949,0.0008727321551449239,0.00024335800480002685,0.0009860195022070055,0.00033147038584831244,0.00033566621351727844,0.18272409915579949,0.3790300924760418,2017,31150,시흥시,446369,237042,209327,45860,48035,64215,73792,87263,75633,32363,15997,6690,958,62962,347874,35533,0.1438607967847229,0.165316139785693,0.1954952068804061,0.1694405301443424,0.0725027947729345,0.0529718685661414,0.0796045424301418,0.7793417553638358,0.4689550573628545,2017
19대대통령선거,경기도,안산시단원구,20170509,1,252848,187253,186508,745,80771,31,149,48,137,76,68,34068,71160,안산시단원구,대한민국,0.4330698951251421,0.00016621270937439682,0.0007988933450575847,0.0002573616145151951,0.0007345529414287859,0.0004074892229823922,0.000364595620563193,0.18266240590215968,0.38153859351877667,2017,31092,안산시 단원구,354452,186649,167803,30461,36659,54472,56779,68329,64804,28332,11734,5347,711,42740,283782,27930,0.1536794826944127,0.1601881213817385,0.1927736336654892,0.182828704591877,0.0799318384435692,0.0501957951993499,0.0787976933407062,0.8006218049270423,0.473415300238114,2017
19대대통령선거,경기도,안산시상록구,20170509,1,305169,226266,225339,927,98564,49,206,51,169,83,75,39995,86147,안산시상록구,대한민국,0.4374032013987814,0.00021745015288077076,0.0009141781937436485,0.00022632566932488383,0.0007499811395275562,0.0003683339324306933,0.00033283186665424095,0.17748814009115155,0.38229955755550526,2017,31091,안산시 상록구,379209,193021,186188,34021,42180,61802,54759,69614,66954,29473,15921,7001,975,47643,296550,35016,0.1629760897025123,0.1444032182780472,0.1835768665828079,0.1765622651361122,0.0777223114430301,0.0630180190870997,0.09233958054793,0.78202257857804,0.490990456450137,2017
19대대통령선거,경기도,안성시,20170509,1,148171,106490,106019,471,39380,36,94,33,137,38,65,26851,39385,안성시,대한민국,0.3714428545826691,0.0003395617766626737,0.0008866335279525368,0.0003112649619407842,0.0012922212056329526,0.0003584263198106,0.0006130976523076052,0.25326592403248477,0.371490015940539,2017,31220,안성시,198832,103648,95184,18853,21105,28219,30228,32240,30218,19819,12708,6404,869,25598,145045,28189,0.1419238351975537,0.1520278426007886,0.1621469381186127,0.1519775488854912,0.0996771143477911,0.1004918725356079,0.1417729540516617,0.7294851935302165,0.4787156996861672,2017
19대대통령선거,경기도,안양시동안구,20170509,1,277376,230674,229991,683,101278,26,129,30,110,48,51,43370,84949,안양시동안구,대한민국,0.440356361770678,0.00011304790187442118,0.0005608915131461666,0.00013043988677817828,0.00047827958485332036,0.00020870381884508524,0.00022174780752290307,0.1885725963189864,0.36935793139731554,2017,31042,안양시 동안구,322590,158660,163930,31732,37238,44131,47451,59481,55867,29417,13775,6018,769,45229,245932,31429,0.1368021327381506,0.1470938342788059,0.1843857528131684,0.1731826777023466,0.0911900554883908,0.0637403515298056,0.0974270746148361,0.7623670913543508,0.5081682631203696,2017
19대대통령선거,경기도,안양시만안구,20170509,1,215032,167995,167392,603,70454,23,149,32,109,59,55,35446,61065,안양시만안구,대한민국,0.42089227681131713,0.00013740202638118907,0.0008901261709042248,0.00019116803670426305,0.000651166125023896,0.000352466067673485,0.0003285700630854521,0.21175444465685336,0.36480238004205695,2017,31041,안양시 만안구,254107,127061,127046,20891,22715,37806,37813,39904,46702,29087,14675,5604,727,28361,193340,32406,0.1487798447110862,0.1488073921615697,0.1570362091559854,0.183788718925492,0.1144675274589051,0.0826659635507876,0.1275289543381331,0.7608605823531032,0.499970484874482,2017
